"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP00072,2022.MMP00072,Caribbean,"Sun, 02/06/2022 - 12:00",2022,February,1,,1,19,,1,1,Violence,"Off the south coast of the Amacuro Delta, Trinidad, Trinidad and Tobago in international waters - boat had departed from Delta Amacuro, Venezuela","Trinidad and Tobago Coast Guard, La Jornada, Washington Post","9.984321425, -61.6035751","Venezuela to Caribbean","https://bit.ly/3348fWl, https://bit.ly/34EqORB, https://archive.ph/BD3l0, https://archive.ph/0eIKF, https://archive.ph/zyJkC, https://www.facebook.com/ttcgservicebeforeself/posts/4871745009545983, https://archive.ph/Ob6vh, https://archive.ph/VGoL6, https://archive.ph/4Aprb",Caribbean,5
2022.MMP00073,2022.MMP00073,Mediterranean,"Tue, 02/01/2022 - 12:00",2022,February,2,0,2,7,,,,Drowning,"100M off Plage David, Ben Slimane, Morocco","Alyaoum24, Assahraa, Le Site Info, Anfa Press","33.7984067, -7.22769852","Western Mediterranean","https://archive.vn/pIsRk, https://archive.vn/h66H7, https://archive.vn/ZgBb3, https://archive.vn/rVcGO",Uncategorized,3
2022.MMP00074,2022.MMP00074,"Southern Africa","Mon, 01/31/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Near Ngwenya border post, South Africa - Eswatini border","Times of Swaziland","-26.211245, 30.990034",,https://archive.ph/lMuFN,"Southern Africa",3
2022.MMP00075,2022.MMP00075,"South America","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,,1,,Drowning,"Embalse Ancoa, Colbún, Maule, Chile","Foco Informativo, Noticias Col","-35.85305014, -71.18333152",,"https://archive.ph/BP1X9, https://archive.ph/1tmnv","South America",3
2022.MMP00076,2022.MMP00076,"North America","Fri, 01/28/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Loop 375 West and Mile Marker 59 (Paisano), Central El Paso, El Paso County, Texas, USA","El Paso Police Department, El Heraldo de Juarez, El Albanaque","31.76460537, -106.4487466","US-Mexico border crossing","https://archive.ph/g2m6h, https://archive.ph/Bsosa, https://archive.ph/Eanuf","Northern America",5
2022.MMP00081,2022.MMP00081,"North America","Mon, 01/31/2022 - 12:00",2022,January,8,,8,,,,,"Mixed or unknown","Remains recovered around Falfurrias USBP checkpoint, Brooks County, Texas, USA","EXCLUSIVE: Eight Migrants Found Dead in January in Texas County 80 Miles from Border","27.025788, -98.167336","US-Mexico border crossing",https://archive.ph/fgdGh,"Northern America",1
2022.MMP00078,2022.MMP00078,"Western Asia","Sat, 01/08/2022 - 12:00",2022,January,,2,2,,,,,Drowning,"Evros-Meric river at Sarıcaali village, İpsala district, Edirne, Turkey","Saricaali Village Mukhtar via IOM Turkey","40.99209123, 26.35304781","Turkey-Europe land route",,"Western Asia",5
2022.MMP00079,2022.MMP00079,"South-eastern Asia","Fri, 01/28/2022 - 12:00",2022,January,1,,1,8,,1,,Violence,"Bansainoi-Punoy road, Moo6, Lumsoom subdistrict, Saiyoke district, Kanchanaburi province, Thailand","Thairath Online, Matichon Online, Thaipost, Khaosod Online","14.08654531, 99.12858445",,"https://archive.vn/kEGU2, https://archive.ph/uU3Lf, https://archive.vn/PMhY7, https://archive.vn/HA0zJ","South-eastern Asia",3
2022.MMP00080,2022.MMP00080,"Northern Africa","Mon, 02/07/2022 - 12:00",2022,February,,3,3,65,,,,Drowning,"129km south of Gran Canaria, Canary Islands, Spain - boat had departed from Dakhla on 4 February","Radio Televisión Canaria, La Provincia","26.381286, -15.620547","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/6vPJH, https://archive.ph/jkuWn",Uncategorized,3
2022.MMP00077,2022.MMP00077,"North America","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Railroad tracks near Uvalde, Uvalde County, Texas, USA","Super Channel 12, K911 Noticias","29.23324883, -99.78876683","US-Mexico border crossing","https://archive.ph/bZCrA, https://archive.ph/1ghgi","Northern America",3
2022.MMP00082,2022.MMP00082,Mediterranean,"Mon, 02/07/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore Jadda'im beach 8KM east of Marsa Deela, Libya","LRC via IOM Libya","32.78363821, 12.78293564","Central Mediterranean",https://archive.vn/dykZ7,Uncategorized,4
2022.MMP00083,2022.MMP00083,Mediterranean,"Mon, 02/07/2022 - 12:00",2022,February,2,,2,,,2,,Drowning,"Remains washed ashore at Zuwetina, 150KM West of Benghazi, Libya","IOM Libya","30.96719517, 20.11736153","Central Mediterranean",,Uncategorized,4
2022.MMP00084,2022.MMP00084,"Northern Africa","Mon, 02/07/2022 - 12:00",2022,February,,4,4,53,1,3,,Drowning,"75 nautical miles south-west of Boujdour, Western Sahara","Alarm Phone","25.715333, -15.8775","Western Africa / Atlantic route to the Canary Islands",https://archive.ph/Q9n9l,Uncategorized,4
2022.MMP00085,2022.MMP00085,Europe,"Tue, 01/25/2022 - 12:00",2022,January,2,,2,,,2,,"Vehicle accident / death linked to hazardous transport","Next to railway track in the village of Tabanovce, Kumanovo, North Macedonia","North Macedonian Sector of Internal Affairs (SIA) Kumanovo, IOM North Macedonia","42.22988914, 21.69801039","Western Balkans",https://archive.ph/29e5J,"Southern Europe",5
2022.MMP00086,2022.MMP00086,Mediterranean,"Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains recovered off the coast of Ilıca, Çeşme/İzmir, Turkey","Turkish Coast Guard via IOM Turkey","38.31746563, 26.36375539","Eastern Mediterranean",,Uncategorized,5
2022.MMP00087,2022.MMP00087,Mediterranean,"Sun, 02/13/2022 - 12:00",2022,February,1,,1,,1,,,Drowning,"Remains washed ashore plage Targha, Chefchaouen, Morocco","Al Maghrib Today, Tanja News","35.37581957, -4.976420298","Western Mediterranean","https://archive.vn/Gpr9E, https://archive.vn/MFqdO",Uncategorized,3
2022.MMP00088,2022.MMP00088,"South America","Sat, 01/29/2022 - 12:00",2022,January,1,,1,,,,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Desaguadero City, Perú","El Tiempo, La Prensa de Lara","-16.56481342, -69.03785951",,"https://archive.ph/lGwUC, https://archive.ph/wpR5U","South America",3
2022.MMP00134,2022.MMP00134,"North America","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Approximately 0.2 miles east of the Calexico East Port of Entry in Calexico, Imperial County, California, USA ","US Border Patrol, The San Diego Union Tribune, El Imparcial","32.67511812, -115.377716","US-Mexico border crossing","https://archive.ph/Gwidb, https://archive.ph/3O6sZ, https://archive.ph/B6r2f","Northern America",5
2022.MMP00110,2022.MMP00110,"North America","Wed, 02/02/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Yuma Regional Medical Center, Yuma, Arizona 85364, USA. Hospitalized on 26 Jan, 1 day of apprehension & detention by USBP","US Border Patrol, Hola News","32.68231734, -114.63488","US-Mexico border crossing","https://archive.ph/5vVJS, https://archive.ph/EPWjP","Northern America",5
2022.MMP00091,2022.MMP00091,"North America","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Under an Elm Creek bridge, Maverick County, Texas, USA",Zócalo,"28.75465961, -100.5020839","US-Mexico border crossing","https://archive.ph/nLQV0, https://archive.ph/c2vKI","Northern America",3
2022.MMP00093,2022.MMP00093,"South America","Thu, 02/03/2022 - 12:00",2022,February,6,,6,,,,2,"Vehicle accident / death linked to hazardous transport","At ""El Placer"" before arriving at the toll booth via Pasto-Rumichaca, Nariño, Colombia","La Piragua, El Colombiano, La Patilla, Noticias Caracol, El Espectador","1.064398031, -77.428354",,"https://archive.ph/4I5HH, https://archive.ph/BfXkS, https://archive.ph/dHWWU, https://archive.ph/fNgYi, https://archive.ph/r018J","South America",3
2022.MMP00094,2022.MMP00094,Europe,"Mon, 02/14/2022 - 12:00",2022,February,1,,1,,,,,"Vehicle accident / death linked to hazardous transport","On the Rijeka-Zagreb motorway, near Fuzine, Croatia","Ministry of Interior Police Directorate Rijeka-Gorski Kotar County, Total Croatia News","45.341107, 14.675023","Western Balkans","https://archive.ph/vve9p, https://archive.ph/yCw5M","Southern Europe",5
2022.MMP00095,2022.MMP00095,Mediterranean,"Mon, 02/14/2022 - 12:00",2022,February,1,,1,333,,1,,"Vehicle accident / death linked to hazardous transport","22 nautical milesoff the coast of Anamur, Mersin, Turkey","Turkish Coast Guard, Baladi-News","35.68787673, 32.837824","Eastern Mediterranean","https://archive.ph/xdB4x, https://archive.vn/wZPRC",Uncategorized,5
2022.MMP00096,2022.MMP00096105,Mediterranean,"Sun, 02/13/2022 - 12:00",2022,February,,3,3,18,,,,Drowning,"Unspecified location in the Central Mediterranean - departure from Sfax, Tunisia and survivors disembarked at Lampedusa, Italy","IOM Italy","35.06692874, 11.718865","Central Mediterranean",,Uncategorized,4
2022.MMP00096,2022.MMP00096106,Mediterranean,"Sun, 02/13/2022 - 12:00",2022,February,,2,2,,,,,Drowning,"Unspecified location in the Central Mediterranean - departure from Sfax, Tunisia and survivors disembarked at Lampedusa, Italy","IOM Italy","35.06692874, 11.718865","Central Mediterranean",,Uncategorized,4
2022.MMP00097,2022.MMP00097,Mediterranean,"Thu, 02/17/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore at Alzawyia Almutrd, Libya","IOM Libya","32.79428489, 12.616217","Central Mediterranean",,Uncategorized,4
2022.MMP00098,2022.MMP00098,Mediterranean,"Thu, 02/17/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore at Surman, Libya","IOM Libya","32.79628545, 12.563999","Central Mediterranean",,Uncategorized,4
2022.MMP00099,2022.MMP00099,Mediterranean,"Fri, 02/18/2022 - 12:00",2022,February,1,,1,94,,,,Violence,"35nm off Sabratah - disembarkation at Mesfat Alzawyia, Libya","IOM Libya","33.46049899, 12.58501","Central Mediterranean",https://archive.vn/KfTq3,Uncategorized,4
2022.MMP00100,2022.MMP00100,Mediterranean,"Sun, 02/20/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore at Tripoli port, Libya","IOM Libya","32.90672432, 13.18325823","Central Mediterranean",,Uncategorized,4
2022.MMP00101,2022.MMP00101,Europe,"Sat, 02/19/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Southern port of Patras, Greece in attempt to reach Italy","Hellenic Coast Guard","38.22195507, 21.71892429",,https://archive.ph/s9aLm,"Southern Europe",5
2022.MMP00092,2022.MMP00092,"Central America","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo in Acuña, Coahuila,Mexico",Zócalo,"29.3304148, -100.9348289","US-Mexico border crossing",https://archive.ph/c2vKI,"Central America",1
2022.MMP00103,2022.MMP00103,Caribbean,"Sat, 02/19/2022 - 12:00",2022,February,2,,2,7,,,,Drowning,"22 nautical miles south of Catalina Island, Dominican Republic","HaitiLibre, Diario Libre, El Nacional","18.07044873, -69.00332478","Haiti to Dominican Republic",,Caribbean,3
2022.MMP00104,2022.MMP00104,Caribbean,"Mon, 02/07/2022 - 12:00",2022,February,1,,1,9,1,,,Drowning,"Near Saona Island 23000,Dominican Republic","Armada de Républica Dominicana,Telenord,FV Digital","18.19131809, -68.780365","Dominican Republic to Puerto Rico","https://bit.ly/3uJ6k4Q, https://archive.ph/REQM3, https://archive.ph/qekCg",Uncategorized,5
2022.MMP00106,2022.MMP00106,"South America","Sat, 02/12/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"In Barrio Cundinamarca, Cúcuta Norte de Santander, Colombia (in transit to Ecuador)","El Nacional,Diario La Nacion,Noticias por el Mundo.","7.885807482, -72.520631",,"https://archive.ph/AvbHr, https://archive.ph/XNiRx, https://archive.ph/cXbjt","South America",3
2022.MMP00107,2022.MMP00107,"South America","Tue, 02/15/2022 - 12:00",2022,February,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Complejo Fronterizo Integrado, Colchane, Tarapacá Region, Chile","ADN Radio Chile,El Comercio,Infobae","-19.27868575, -68.627236",,"https://archive.ph/OVEbP, https://archive.ph/ZEZm7, https://archive.ph/KKZ83","South America",5
2022.MMP00108,2022.MMP00108,"South America","Mon, 02/07/2022 - 12:00",2022,February,8,,8,,,8,,Drowning,"Near Curiapo 6401, Delta del Amacuro, Venezuela en route to Guyana","Rocio San Miguel Venezuelan Observatory for National Security and Defense/ Kapé Kapé NGO,El Nacional, Reporte Confidencial,El Estimulo","8.579565776, -60.993585",,"https://bit.ly/3JvA9tZ, https://archive.ph/Q0Ydd, https://archive.ph/IFF7F, https://archive.ph/hZGHC","South America",5
2022.MMP00109,2022.MMP00109,"South America","Thu, 02/03/2022 - 12:00",2022,February,2,,2,,,1,1,"Vehicle accident / death linked to hazardous transport","Intersection of the Pan-American Highway in Ipiales, Department of Nariño, Colombia, 3 km from the Colombian-Ecuadorian border. Final destination Peru.","Radio Fé y Alegria,Tips Femeninos","0.818689912, -77.657566",,"https://archive.ph/tMLgZ, https://archive.ph/nLifh","South America",3
2022.MMP00155,2022.MMP00155,"North America","Mon, 02/07/2022 - 12:00",2022,February,1,,1,4,,1,,,"I-19 Highway, Sahuarita, Arizona, USA","EFE USA, El Comentario, La Opinion","31.97765971, -110.99021",,"https://bit.ly/34udTBZ, https://archive.ph/vkXgt, https://archive.ph/ysWiy","Northern Africa",3
2022.MMP00090,2022.MMP00090,"Central America","Tue, 02/08/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Sapóa River, at the Costa Rica-Nicaragua border near Rivas, Nicaragua.","Radio Corporacion(Nicaragua), Reporte Confidencial,Nuevo Día,RCP Noticias(FB)","11.22186887, -85.60974152",,"https://archive.ph/mAiqc, https://archive.ph/QGZWG, https://archive.ph/TOYYL, https://bit.ly/33fnX12","Central America",3
2022.MMP00112,2022.MMP00112,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,1,1,Violence,"Isfahan, Iran",Dailyhunt,"33.72109176, 52.4748","Afghanistan to Iran",https://archive.ph/a6nGv,"Southern Asia",1
2022.MMP00113,2022.MMP00113,"Northern Africa","Wed, 02/23/2022 - 12:00",2022,February,3,10,13,47,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Off Imtlan,Oued Ed-Dahab, Western Sahara - persumed to have stayed 4 days at sea","Annahar, Dakhla Mobachir, Alyaoum 24, Nokhab Sahara, SA TV.MA","23.65629073, -15.984657","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/0XHKu, https://archive.vn/0n04S, https://archive.ph/HRBau, https://archive.vn/ofGBk, https://archive.ph/00phI",Uncategorized,3
2022.MMP00114,2022.MMP00114,Mediterranean,"Thu, 02/24/2022 - 12:00",2022,February,1,,1,,,,,Drowning,"Remains washed ashore Celine beach, Al Khums, Libya","LRC via IOM Libya","32.70458183, 14.188516","Central Mediterranean",https://archive.vn/KhGlQ,Uncategorized,4
2022.MMP00115,2022.MMP00115,Europe,"Sun, 02/27/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","At the Moldova-Ukraine Palanca border crossing",PUBLIKA,"46.41208695, 30.12598747","Ukraine to Europe",https://archive.ph/yKjTq,"Eastern Europe",1
2022.MMP00116,2022.MMP00116,Mediterranean,"Sun, 02/27/2022 - 12:00",2022,February,1,49,50,,,,1,Drowning,"Capsized boat found 40 NM off Sabratah, Libya - embarkation from Sabratah port on 27 Feb at 02:00","IOM Libya","33.47359129, 12.696152","Central Mediterranean",,Uncategorized,4
2022.MMP00117,2022.MMP00117132,Mediterranean,"Tue, 03/01/2022 - 12:00",2022,March,6,,6,,3,3,,Drowning,"Remains washed ashore near Mytilene, Lesbos, Greece","IOM Greece, Hellenic Coast Guard, NewsIT","39.2958452, 26.406309","Eastern Mediterranean","https://archive.ph/eVfLi, https://archive.vn/Sv6rD",Uncategorized,5
2022.MMP00117,2022.MMP00117133,Mediterranean,"Tue, 03/01/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Remains washed ashore near Mytilene, Lesbos, Greece","IOM Greece, Hellenic Coast Guard, NewsIT","39.2958452, 26.406309","Eastern Mediterranean","https://archive.ph/eVfLi, https://archive.vn/Sv6rD",Uncategorized,5
2022.MMP00118,2022.MMP00118,Mediterranean,"Mon, 02/28/2022 - 12:00",2022,February,9,,9,9,,,,Drowning,"18 KM Southeast Chebba, Mahdia, Tunisia - embarkation from Sfax night between 27-28 Feb","Tunisian Ministry of Defense","35.1548911, 11.304304","Central Mediterranean",https://archive.vn/TK718,Uncategorized,5
2022.MMP00119,2022.MMP00119,Europe,"Mon, 02/28/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Unspecified location, about 95km south of Kyiv, Ukraine (heading towards the Ukraine-Moldova border)","Haaretz, Reuters, Algemeiner","49.78505023, 29.370763","Ukraine to Europe","https://archive.ph/aXcAL, https://archive.ph/NVZyh, https://archive.ph/GSTts","Eastern Europe",3
2022.MMP00132,2022.MMP00132,"Central America","Tue, 02/08/2022 - 12:00",2022,February,1,,1,,1,,,"Vehicle accident / death linked to hazardous transport","On the railroad tracks at Macuspana, Tabasco, Mexico","La Tribuna Honduras","17.65422993, -92.442101",,https://archive.ph/yZqN7,"Central America",1
2022.MMP00121,2022.MMP00121,"Eastern Africa","Thu, 01/20/2022 - 12:00",2022,January,2,,2,14,,2,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Mersabate county, Kenya","Survivor testimony via IOM Kenya","2.383488899, 37.992706",,,"Eastern Africa",2
2022.MMP00122,2022.MMP00122,"Eastern Africa","Mon, 02/07/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","At Dewele point of entry from Djibouti to Ethiopia","Local authorities via IOM Ethiopia","11.034722, 42.631389",,,"Eastern Africa",5
2022.MMP00123,2022.MMP00123,"Central America","Sat, 02/12/2022 - 12:00",2022,February,,1,1,2,1,,,"Mixed or unknown","Near Puerto Obaldía, Comarca Guna Yala, Tapón del Darien, Panama","Reporte Confidencial","8.666635204, -77.419636","Darien Gap",https://archive.ph/lph0R,"Central America",4
2022.MMP00124,2022.MMP00124,Caribbean,"Sat, 02/19/2022 - 12:00",2022,February,4,,4,,1,3,,Drowning,"In the Moncion Dam, 5100, Dominican Republic","Defensa Civil Dominicana, El Nuevo Diario Dominicana, Las Calientes del Sur, El Caribe Dominicana","19.40283145, -71.128001",,"https://bit.ly/3BB7mBD, https://archive.ph/0WSDE, https://archive.ph/1ZxEl, https://archive.ph/6abG7, https://archive.ph/o6bNe",Caribbean,5
2022.MMP00125,2022.MMP00125,Caribbean,"Fri, 02/18/2022 - 12:00",2022,February,2,,2,,,,,Drowning,"Off the coast of Catalina Island, La Romana, Dominican Republic","Armada de Republica Dominicana, Prensa News, Acento Republica Dominicana","18.37102818, -69.018685",,"https://bit.ly/3I9uf1o, https://archive.ph/Rgcs3, https://archive.ph/tIb45",Caribbean,5
2022.MMP00126,2022.MMP00126,"South America","Tue, 02/22/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Manuel Rodriguez Bridge, Santiago de Chile metropolitan Region, Chile","Soy Chile","-33.43018995, -70.6605",,https://archive.ph/pzV3D,"South America",1
2022.MMP00127,2022.MMP00127,"South America","Mon, 02/21/2022 - 12:00",2022,February,1,,1,,,1,,Violence," Carrera 5 N° 2-56 del barrio 26 de febrero,Albania,Maicao,La Guajira Colombiana","Noticia Al Día","11.16154845, -72.594114",,https://archive.ph/hcAOD,"South America",1
2022.MMP00111,2022.MMP00111,"Central America","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Río Bravo, at Norzagaray Boulevard and Orquídeas Street, Ciudad Juarez, Chihuahua, Mexico","El Fronterizo, Puente Libre, El Heraldo de Juarez","31.76085025, -106.510185","US-Mexico border crossing","https://archive.ph/n4vyB, https://archive.ph/1zabk, https://archive.ph/enPn0","Central America",3
2022.MMP00102,2022.MMP00102,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,5,,,,Violence,"Mountain near Skeleton Canyon, northeast of Douglas, Arizona, USA","Mexican Consulate, KVOA, Fox5Atlanta","31.58194394, -109.0848442","US-Mexico border crossing","https://archive.ph/jJsb1, https://archive.ph/OIzst, https://archive.ph/WbrN3","Northern America",5
2022.MMP00133,2022.MMP00133,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"One mile north of mile post 30 on East Geronimo Trail, which is approximately 30 miles northeast of Douglas, Cochise County, Arizona, USA","Cochise County Sheriff's Office - Mark J. Dannels Sheriff, John R Modlin Chief Patrol Agent of the U.S. Border Patrol's Tucson Sector, FOX 10","31.59695883, -109.070165","US-Mexico border crossing","https://bit.ly/3h5uGhb, https://bit.ly/3sae7XI, https://archive.ph/aHOzY","Northern America",5
2022.MMP0333,2022.MMP0333,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Remote mountainous area approximately 32 miles northeast of Douglas, Cochise County, Arizona, United States of America","US Border Patrol, Televisa Regional","31.38776873, -109.3700431","US-Mexico border crossing","https://archive.ph/pJ2H1, https://archive.ph/2b2j3","Northern America",5
2022.MMP00128,2022.MMP00128,"Central America","Sun, 02/20/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo at El Patinadero, Colonia Viveros 88070, Nuevo Laredo, Tamaulipas, Mexico","Vox Populi, El Mañana","27.47884258, -99.480674","US-Mexico border crossing","https://archive.ph/4nAJ5, https://archive.ph/p7qSG","Central America",3
2022.MMP00129,2022.MMP00129,"Central America","Mon, 02/21/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo at El Patinadero, Colonia Viveros 88070, Nuevo Laredo, Tamaulipas, Mexico","Lider Web, Vox Populi","27.47884258, -99.480674","US-Mexico border crossing","https://archive.ph/Dt1hS, https://archive.ph/Fzljg","Central America",3
2022.MMP00130,2022.MMP00130,"Central America","Tue, 02/22/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo 400 meters downstream from the sewage treatment plant, Nuevo Laredo, Tamaulipas, Mexico","Lider Web, Vox Populi","27.41802784, -99.490232","US-Mexico border crossing","https://archive.ph/P7Q5p, https://archive.ph/Uiu8b","Central America",3
2022.MMP00131,2022.MMP00131,"Central America","Tue, 02/22/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo around the Águilas sports areas,Piedras Negras, Coahuila, Mexico","Periodico La Voz","28.71224989, -100.508992","US-Mexico border crossing","https://archive.ph/ElQTq, https://archive.ph/wKuKd","Central America",3
2022.MMP00135,2022.MMP00135,"North America","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo near Shelby Park, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.70899008, -100.509879","US-Mexico border crossing",https://archive.ph/RIMau,"Northern America",1
2022.MMP00137,2022.MMP00137,Caribbean,"Tue, 03/01/2022 - 12:00",2022,March,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","20 kilometers northwest of Cayo Coco, Cuba","MININT-Cuba, La Jornada, Excelsior, Periodico Cubano","22.70955247, -78.325303","Caribbean to US","https://archive.ph/IdeUW, https://archive.ph/KiyWk, https://archive.ph/0fda5",Caribbean,5
2022.MMP00138,2022.MMP00138,Mediterranean,"Sat, 02/26/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","In the University Hospital of Ceuta, Spain - after being run over by a truck going to the Ceuta Port and then Algeciras, mainland Spain","EFE, COPE, Kech24","35.89415012, -5.321052","Western Mediterranean","https://archive.ph/Y1oXd, https://archive.ph/mLp40",Uncategorized,3
2022.MMP00139,2022.MMP00139155,"Northern Africa","Tue, 03/01/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Remains found in an abandonded warehouse in Haydrah, Kasserine, Tunisia","Jawhara FM, Al Chorouk","35.59488958, 8.445268",,"https://archive.vn/imBRE, https://archive.vn/Emwk2","Northern Africa",3
2022.MMP00139,2022.MMP00139156,"Northern Africa","Wed, 03/02/2022 - 12:00",2022,March,1,,1,,,,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Remains found in a remote area in Hydrah, Kasserine, Tunisia","France 24, Mosaique FM, Shems FM","35.59488958, 8.445268",,"https://archive.vn/Qeaua, https://archive.vn/hpX5M, https://archive.vn/2kFdB","Northern Africa",3
2022.MMP00139,2022.MMP00139157,"Northern Africa","Wed, 03/02/2022 - 12:00",2022,March,2,,2,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Remains found in a remote area in Hydrah, Kasserine, Tunisia","France 24, Mosaique FM, Shems FM","35.59488958, 8.445268",,"https://archive.vn/Qeaua, https://archive.vn/hpX5M, https://archive.vn/2kFdB","Northern Africa",3
2022.MMP00140,2022.MMP00140,"South-eastern Asia","Sun, 02/20/2022 - 12:00",2022,February,3,,3,4,,,,"Vehicle accident / death linked to hazardous transport","359 Srakaew-Khaohinson Road (km54-55), Kroksomboon subdistrict, Sri Mahabhoti district, Prachinburi province, Thailand","DailyNews, Anticrimemedia, Khaosod","13.77076313, 102.077091",,"https://archive.ph/t2VAX, https://archive.ph/IMFyi, https://archive.ph/9A8LY","South-eastern Asia",3
2022.MMP00141,2022.MMP00141,Europe,"Mon, 03/07/2022 - 12:00",2022,March,1,,1,3,,1,,"Sickness / lack of access to adequate healthcare","Body found in grass approx. 300 meters from gas station near Belgrade bypass in the direction of Surcin, Dobanovaci, Serbia","IOM Serbia, Telegraf","44.81213145, 20.25380907","Western Balkans","https://archive.ph/uN3DG, https://archive.ph/eyGkz","Southern Europe",4
2022.MMP00142,2022.MMP00142,Mediterranean,"Tue, 02/22/2022 - 12:00",2022,February,1,,1,573,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","70 miles off Capo Spartivento, Sardinia, Italy (Italian SAR zone)","Guardia Costiera","37.87893069, 8.88213","Central Mediterranean",https://archive.ph/HT3Ji,Uncategorized,5
2022.MMP00143,2022.MMP00143,"Western Asia","Wed, 03/02/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Remains found in the forest area of ​​Şükrüpaşa border village, Kırklareli, Turkey","IOM Turkey, DHA, SonDakika","41.93621376, 27.511846","Turkey-Europe land route","https://archive.ph/LM246, https://archive.ph/Ytet9","Western Asia",4
2022.MMP00144,2022.MMP00144,"Eastern Africa","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Bosaso, Somalia","IOM Somalia","11.27624942, 49.164441",,,"Eastern Africa",4
2022.MMP00145,2022.MMP00145,Europe,"Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","After taking a turn from AS24 service station, avenue de la Liberté in Transmarck area, Marck, Pas-de-Calais, France","France bleu, La voix du nord","50.94013554, 1.943383",,"https://archive.vn/BHeDF, https://archive.vn/6EAq1","Western Europe",3
2022.MMP00146,2022.MMP00146,Europe,"Mon, 02/28/2022 - 12:00",2022,February,1,,1,1,,1,,"Vehicle accident / death linked to hazardous transport","On train tracks near Rue de Normandie, Pas-de-Calais, France","Ouest France, BFM TV","50.94630769, 1.922209","English Channel to the UK","https://archive.vn/4e7p2, https://archive.vn/AbBhT","Western Europe",3
